seqName,region_final,clade,source
EPI_ISL_367271|pdm09|HA|NorthChina|2019-03-11,North China,6B.1A,GISAID
EPI_ISL_410627|pdm09|HA|NorthChina|2019-12-23,North China,6B.1A.5a.1,GISAID
EPI_ISL_410621|pdm09|HA|NorthChina|2019-12-06,North China,6B.1A.5a,GISAID
EPI_ISL_337363|pdm09|HA|NorthChina|2019-01-02,North China,6B.1A.5a,GISAID
EPI_ISL_485497|pdm09|HA|NorthChina|2020-03-17,North China,6B.1A.5a.1,GISAID
EPI_ISL_410620|pdm09|HA|NorthChina|2019-12-30,North China,6B.1A.5a.1,GISAID
EPI_ISL_485489|pdm09|HA|NorthChina|2020-02-05,North China,6B.1A.5a.1,GISAID
EPI_ISL_485407|pdm09|HA|NorthChina|2020-02-11,North China,6B.1A.5a.1,GISAID
EPI_ISL_485418|pdm09|HA|NorthChina|2020-03-10,North China,6B.1A.5a,GISAID
EPI_ISL_485409|pdm09|HA|NorthChina|2020-03-02,North China,6B.1A,GISAID
EPI_ISL_522421|pdm09|HA|NorthChina|2020-03-18,North China,6B.1A.5a.1,GISAID
EPI_ISL_485574|pdm09|HA|NorthChina|2020-01-07,North China,6B.1A.5a.1,GISAID
EPI_ISL_485568|pdm09|HA|NorthChina|2020-01-08,North China,6B.1A.5a.1,GISAID
EPI_ISL_410635|pdm09|HA|NorthChina|2020-01-08,North China,6B.1A.5a,GISAID
EPI_ISL_485498|pdm09|HA|NorthChina|2020-03-10,North China,6B.1A.5a,GISAID
EPI_ISL_485444|pdm09|HA|NorthChina|2020-01-02,North China,6B.1A.5a.1,GISAID
EPI_ISL_485454|pdm09|HA|NorthChina|2020-03-02,North China,6B.1A.5a.1,GISAID
EPI_ISL_485487|pdm09|HA|NorthChina|2020-02-17,North China,6B.1A.5a,GISAID
EPI_ISL_485445|pdm09|HA|NorthChina|2020-01-07,North China,6B.1A.5a.1,GISAID
KF551080|pdm09|HA|NorthernAmerica|2011-12-16,Northern America,7,GenBank
EPI_ISL_132704|pdm09|HA|NorthernAmerica|2012-11-08,Northern America,6C,GISAID
EPI_ISL_132706|pdm09|HA|NorthernAmerica|2012-11-20,Northern America,6C,GISAID
CY135116|pdm09|HA|NorthernAmerica|2012-12-06,Northern America,6C,GenBank
KF886368|pdm09|HA|NorthernAmerica|2012-11-19,Northern America,6C,GenBank
EPI_ISL_135823|pdm09|HA|NorthernAmerica|2012-12-06,Northern America,6C,GISAID
EPI_ISL_133162|pdm09|HA|NorthernAmerica|2012-12-13,Northern America,6C,GISAID
KF761460|pdm09|HA|NorthernAmerica|2012-12-21,Northern America,6C,GenBank
KF551082|pdm09|HA|NorthernAmerica|2012-12-27,Northern America,7,GenBank
EPI_ISL_131794|pdm09|HA|NorthernAmerica|2012-09-24,Northern America,6C,GISAID
KF551083|pdm09|HA|NorthernAmerica|2012-02-02,Northern America,7,GenBank
EPI_ISL_107012|pdm09|HA|NorthernAmerica|2012-01-09,Northern America,7,GISAID
EPI_ISL_134419|pdm09|HA|NorthernAmerica|2012-12-18,Northern America,6B,GISAID
CY134633|pdm09|HA|NorthernAmerica|2012-12-13,Northern America,6C,GenBank
EPI_ISL_134426|pdm09|HA|NorthernAmerica|2012-12-19,Northern America,6B,GISAID
EPI_ISL_107019|pdm09|HA|NorthernAmerica|2012-01-18,Northern America,7,GISAID
EPI_ISL_136464|pdm09|HA|NorthernAmerica|2012-12-25,Northern America,6C,GISAID
KR611204|pdm09|HA|NorthernAmerica|2013-12-01,Northern America,6B,GenBank
EPI_ISL_145080|pdm09|HA|NorthernAmerica|2013-07-06,Northern America,6B,GISAID
KF886372|pdm09|HA|NorthernAmerica|2013-01-15,Northern America,6C,GenBank
EPI_ISL_157046|pdm09|HA|NorthernAmerica|2013-12-17,Northern America,6B,GISAID
KF850672|pdm09|HA|NorthernAmerica|2013-01-25,Northern America,6C,GenBank
EPI_ISL_148733|pdm09|HA|NorthernAmerica|2013-08-27,Northern America,6B,GISAID
EPI_ISL_153102|pdm09|HA|NorthernAmerica|2013-12-02,Northern America,6B,GISAID
EPI_ISL_155031|pdm09|HA|NorthernAmerica|2013-12-22,Northern America,6B,GISAID
EPI_ISL_136465|pdm09|HA|NorthernAmerica|2013-01-05,Northern America,6C,GISAID
CY141237|pdm09|HA|NorthernAmerica|2013-01-20,Northern America,6B,GenBank
KP864331|pdm09|HA|NorthernAmerica|2013-12-28,Northern America,6B,GenBank
KR611212|pdm09|HA|NorthernAmerica|2013-12-01,Northern America,6B,GenBank
KF850680|pdm09|HA|NorthernAmerica|2013-02-13,Northern America,6C,GenBank
KF886377|pdm09|HA|NorthernAmerica|2013-01-15,Northern America,6C,GenBank
EPI_ISL_138656|pdm09|HA|NorthernAmerica|2013-01-18,Northern America,6C,GISAID
EPI_ISL_153133|pdm09|HA|NorthernAmerica|2013-12-09,Northern America,6B,GISAID
KP864315|pdm09|HA|NorthernAmerica|2014-03-11,Northern America,6B,GenBank
KP864362|pdm09|HA|NorthernAmerica|2014-01-17,Northern America,6B,GenBank
KP864356|pdm09|HA|NorthernAmerica|2014-01-14,Northern America,6B,GenBank
KP864336|pdm09|HA|NorthernAmerica|2014-01-02,Northern America,6B,GenBank
EPI_ISL_157860|pdm09|HA|NorthernAmerica|2014-02-15,Northern America,6B,GISAID
KP864384|pdm09|HA|NorthernAmerica|2014-02-12,Northern America,6B,GenBank
EPI_ISL_158909|pdm09|HA|NorthernAmerica|2014-02-07,Northern America,6B,GISAID
EPI_ISL_163490|pdm09|HA|NorthernAmerica|2014-04-02,Northern America,6B,GISAID
EPI_ISL_173264|pdm09|HA|NorthernAmerica|2014-12-09,Northern America,6B,GISAID
KR611221|pdm09|HA|NorthernAmerica|2014-01-01,Northern America,6B,GenBank
EPI_ISL_156770|pdm09|HA|NorthernAmerica|2014-01-04,Northern America,6B,GISAID
EPI_ISL_160206|pdm09|HA|NorthernAmerica|2014-01-13,Northern America,6B,GISAID
KP864350|pdm09|HA|NorthernAmerica|2014-01-09,Northern America,6B,GenBank
EPI_ISL_171846|pdm09|HA|NorthernAmerica|2014-12-05,Northern America,6B,GISAID
EPI_ISL_159529|pdm09|HA|NorthernAmerica|2014-02-07,Northern America,6B,GISAID
EPI_ISL_159360|pdm09|HA|NorthernAmerica|2014-02-13,Northern America,6B,GISAID
EPI_ISL_210322|pdm09|HA|NorthernAmerica|2015-12-22,Northern America,6B.1,GISAID
EPI_ISL_208473|pdm09|HA|NorthernAmerica|2015-12-23,Northern America,6B,GISAID
EPI_ISL_202380|pdm09|HA|NorthernAmerica|2015-09-28,Northern America,6B.1,GISAID
EPI_ISL_213229|pdm09|HA|NorthernAmerica|2015-12-22,Northern America,6B.1,GISAID
EPI_ISL_210287|pdm09|HA|NorthernAmerica|2015-10-08,Northern America,6B,GISAID
EPI_ISL_188707|pdm09|HA|NorthernAmerica|2015-01-26,Northern America,6B,GISAID
EPI_ISL_205488|pdm09|HA|NorthernAmerica|2015-11-25,Northern America,6B,GISAID
EPI_ISL_188715|pdm09|HA|NorthernAmerica|2015-02-25,Northern America,6B,GISAID
EPI_ISL_205485|pdm09|HA|NorthernAmerica|2015-12-14,Northern America,6B.1,GISAID
EPI_ISL_208478|pdm09|HA|NorthernAmerica|2015-12-22,Northern America,6B.1,GISAID
EPI_ISL_202776|pdm09|HA|NorthernAmerica|2015-10-31,Northern America,6B.1,GISAID
EPI_ISL_206549|pdm09|HA|NorthernAmerica|2015-12-16,Northern America,6B.1,GISAID
EPI_ISL_213157|pdm09|HA|NorthernAmerica|2015-12-25,Northern America,6B.1,GISAID
EPI_ISL_206522|pdm09|HA|NorthernAmerica|2015-10-20,Northern America,6B.1,GISAID
EPI_ISL_213231|pdm09|HA|NorthernAmerica|2015-12-24,Northern America,6B.1,GISAID
EPI_ISL_203290|pdm09|HA|NorthernAmerica|2015-11-09,Northern America,6B.1,GISAID
EPI_ISL_227584|pdm09|HA|NorthernAmerica|2016-03-29,Northern America,6B.1,GISAID
CY209775|pdm09|HA|NorthernAmerica|2016-03-07,Northern America,6B.1,GenBank
CY208463|pdm09|HA|NorthernAmerica|2016-02-29,Northern America,6B.1,GenBank
EPI_ISL_222205|pdm09|HA|NorthernAmerica|2016-02-24,Northern America,6B.1,GISAID
CY208365|pdm09|HA|NorthernAmerica|2016-03-04,Northern America,6B.1,GenBank
EPI_ISL_227585|pdm09|HA|NorthernAmerica|2016-04-11,Northern America,6B.1,GISAID
MF195487|pdm09|HA|NorthernAmerica|2016-02-29,Northern America,6B.1,GenBank
EPI_ISL_214188|pdm09|HA|NorthernAmerica|2016-02-02,Northern America,6B.1,GISAID
MF195593|pdm09|HA|NorthernAmerica|2016-02-17,Northern America,6B.1,GenBank
EPI_ISL_221206|pdm09|HA|NorthernAmerica|2016-03-23,Northern America,6B.1,GISAID
EPI_ISL_227495|pdm09|HA|NorthernAmerica|2016-05-06,Northern America,6B.1,GISAID
EPI_ISL_221170|pdm09|HA|NorthernAmerica|2016-02-29,Northern America,6B.1,GISAID
MF195525|pdm09|HA|NorthernAmerica|2016-03-09,Northern America,6B.1,GenBank
EPI_ISL_221595|pdm09|HA|NorthernAmerica|2016-01-06,Northern America,6B.1,GISAID
EPI_ISL_221248|pdm09|HA|NorthernAmerica|2016-03-15,Northern America,6B.1,GISAID
EPI_ISL_214226|pdm09|HA|NorthernAmerica|2016-02-04,Northern America,6B.1,GISAID
EPI_ISL_256352|pdm09|HA|NorthernAmerica|2017-02-27,Northern America,6B.1,GISAID
MH294908|pdm09|HA|NorthernAmerica|2017-12-14,Northern America,6B.1A.1,GenBank
EPI_ISL_296061|pdm09|HA|NorthernAmerica|2017-11-27,Northern America,6B.1A,GISAID
EPI_ISL_295924|pdm09|HA|NorthernAmerica|2017-12-30,Northern America,6B.1A.5,GISAID
EPI_ISL_288553|pdm09|HA|NorthernAmerica|2017-11-06,Northern America,6B.1A.3,GISAID
EPI_ISL_259823|pdm09|HA|NorthernAmerica|2017-03-16,Northern America,6B.1,GISAID
EPI_ISL_281582|pdm09|HA|NorthernAmerica|2017-08-29,Northern America,6B.1,GISAID
EPI_ISL_264368|pdm09|HA|NorthernAmerica|2017-03-18,Northern America,6B.1A,GISAID
EPI_ISL_256911|pdm09|HA|NorthernAmerica|2017-02-08,Northern America,6B.1,GISAID
CY244244|pdm09|HA|NorthernAmerica|2017-02-24,Northern America,6B.1,GenBank
EPI_ISL_255951|pdm09|HA|NorthernAmerica|2017-02-09,Northern America,6B.1,GISAID
EPI_ISL_257807|pdm09|HA|NorthernAmerica|2017-02-08,Northern America,6B.1,GISAID
EPI_ISL_264372|pdm09|HA|NorthernAmerica|2017-02-16,Northern America,6B.1,GISAID
EPI_ISL_264373|pdm09|HA|NorthernAmerica|2017-02-26,Northern America,6B.1,GISAID
EPI_ISL_282805|pdm09|HA|NorthernAmerica|2017-09-27,Northern America,6B.1A,GISAID
CY244231|pdm09|HA|NorthernAmerica|2017-03-03,Northern America,6B.1,GenBank
EPI_ISL_17636505|pdm09|HA|NorthernAmerica|2018-12-17,Northern America,6B.1A.7,GISAID
EPI_ISL_344859|pdm09|HA|NorthernAmerica|2018-11-03,Northern America,6B.1A.5b,GISAID
MK635610|pdm09|HA|NorthernAmerica|2018-12-17,Northern America,6B.1A.7,GenBank
EPI_ISL_345443|pdm09|HA|NorthernAmerica|2018-12-20,Northern America,6B.1A.5a,GISAID
EPI_ISL_345403|pdm09|HA|NorthernAmerica|2018-11-29,Northern America,6B.1A.1,GISAID
EPI_ISL_335750|pdm09|HA|NorthernAmerica|2018-12-13,Northern America,6B.1A.7,GISAID
EPI_ISL_345313|pdm09|HA|NorthernAmerica|2018-11-14,Northern America,6B.1A.1,GISAID
EPI_ISL_300871|pdm09|HA|NorthernAmerica|2018-02-02,Northern America,6B.1A,GISAID
EPI_ISL_336617|pdm09|HA|NorthernAmerica|2018-12-26,Northern America,6B.1A.5a,GISAID
MK400795|pdm09|HA|NorthernAmerica|2018-03-05,Northern America,6B.1A,GenBank
EPI_ISL_330467|pdm09|HA|NorthernAmerica|2018-09-20,Northern America,6B.1A.5b,GISAID
EPI_ISL_17636160|pdm09|HA|NorthernAmerica|2018-12-24,Northern America,6B.1A.7,GISAID
EPI_ISL_313011|pdm09|HA|NorthernAmerica|2018-04-26,Northern America,6B.1A,GISAID
EPI_ISL_293259|pdm09|HA|NorthernAmerica|2018-01-08,Northern America,6B.1A.5,GISAID
EPI_ISL_300063|pdm09|HA|NorthernAmerica|2018-01-29,Northern America,6B.1A.1,GISAID
EPI_ISL_305195|pdm09|HA|NorthernAmerica|2018-02-20,Northern America,6B.1A,GISAID
EPI_ISL_404336|pdm09|HA|NorthernAmerica|2019-11-25,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_380284|pdm09|HA|NorthernAmerica|2019-02-13,Northern America,6B.1A.1,GISAID
EPI_ISL_358823|pdm09|HA|NorthernAmerica|2019-01-22,Northern America,6B.1A.5a,GISAID
EPI_ISL_344738|pdm09|HA|NorthernAmerica|2019-01-28,Northern America,6B.1A.1,GISAID
EPI_ISL_342337|pdm09|HA|NorthernAmerica|2019-01-27,Northern America,6B.1A.6,GISAID
EPI_ISL_359779|pdm09|HA|NorthernAmerica|2019-03-10,Northern America,6B.1A.5a,GISAID
MT638128|pdm09|HA|NorthernAmerica|2019-03-27,Northern America,6B.1A.5a,GenBank
MN078731|pdm09|HA|NorthernAmerica|2019-04-11,Northern America,6B.1A.5b,GenBank
EPI_ISL_380364|pdm09|HA|NorthernAmerica|2019-03-11,Northern America,6B.1A.1,GISAID
EPI_ISL_380938|pdm09|HA|NorthernAmerica|2019-01-23,Northern America,6B.1A.3,GISAID
EPI_ISL_17636192|pdm09|HA|NorthernAmerica|2019-01-14,Northern America,6B.1A.1,GISAID
MK742959|pdm09|HA|NorthernAmerica|2019-01-17,Northern America,6B.1A.5b,GenBank
EPI_ISL_343547|pdm09|HA|NorthernAmerica|2019-02-01,Northern America,6B.1A,GISAID
EPI_ISL_17636366|pdm09|HA|NorthernAmerica|2019-01-28,Northern America,6B.1A.5a,GISAID
EPI_ISL_17636071|pdm09|HA|NorthernAmerica|2019-02-11,Northern America,6B.1A.5a,GISAID
EPI_ISL_412476|pdm09|HA|NorthernAmerica|2019-12-16,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_463774|pdm09|HA|NorthernAmerica|2020-02-28,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_2522032|pdm09|HA|NorthernAmerica|2020-02-16,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_427828|pdm09|HA|NorthernAmerica|2020-01-24,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_2521303|pdm09|HA|NorthernAmerica|2020-03-04,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_416910|pdm09|HA|NorthernAmerica|2020-02-11,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_421151|pdm09|HA|NorthernAmerica|2020-03-02,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_2524523|pdm09|HA|NorthernAmerica|2020-01-13,Northern America,6B.1A.7,GISAID
EPI_ISL_2521283|pdm09|HA|NorthernAmerica|2020-03-06,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_410777|pdm09|HA|NorthernAmerica|2020-01-13,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_416890|pdm09|HA|NorthernAmerica|2020-02-14,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_17635631|pdm09|HA|NorthernAmerica|2020-03-04,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_17635548|pdm09|HA|NorthernAmerica|2020-02-14,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_410841|pdm09|HA|NorthernAmerica|2020-01-04,Northern America,6B.1A.5b,GISAID
EPI_ISL_414816|pdm09|HA|NorthernAmerica|2020-01-15,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_411466|pdm09|HA|NorthernAmerica|2020-01-07,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_2521718|pdm09|HA|NorthernAmerica|2020-02-09,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_5329262|pdm09|HA|NorthernAmerica|2021-07-09,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_18042938|pdm09|HA|NorthernAmerica|2022-01-01,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_13910947|pdm09|HA|NorthernAmerica|2021-10-09,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_14199426|pdm09|HA|NorthernAmerica|2021-12-28,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_8541117|pdm09|HA|NorthernAmerica|2021-11-23,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_10491792|pdm09|HA|NorthernAmerica|2021-10-07,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_9525945|pdm09|HA|NorthernAmerica|2021-09-26,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_12109637|pdm09|HA|NorthernAmerica|2021-11-19,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_2479995|pdm09|HA|NorthernAmerica|2021-04-10,Northern America,6B.1A.5a.2,GISAID
EPI_ISL_13148830|pdm09|HA|NorthernAmerica|2021-10-24,Northern America,6B.1A.5a.2a,GISAID
OM691448|pdm09|HA|NorthernAmerica|2021-10-26,Northern America,6B.1A.5a.1,GenBank
EPI_ISL_8815076|pdm09|HA|NorthernAmerica|2021-09-17,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_14199428|pdm09|HA|NorthernAmerica|2021-12-25,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_7603548|pdm09|HA|NorthernAmerica|2021-09-18,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_4056042|pdm09|HA|NorthernAmerica|2021-04-04,Northern America,6B.1A.5a.1,GISAID
EPI_ISL_16744950|pdm09|HA|NorthernAmerica|2022-12-13,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_17065821|pdm09|HA|NorthernAmerica|2022-12-13,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16833151|pdm09|HA|NorthernAmerica|2022-12-17,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16377196|pdm09|HA|NorthernAmerica|2022-11-14,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16935711|pdm09|HA|NorthernAmerica|2022-12-05,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_16283278|pdm09|HA|NorthernAmerica|2022-10-10,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16764919|pdm09|HA|NorthernAmerica|2022-12-19,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16763991|pdm09|HA|NorthernAmerica|2022-10-28,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16631833|pdm09|HA|NorthernAmerica|2022-11-11,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_17551702|pdm09|HA|NorthernAmerica|2022-12-30,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_16872651|pdm09|HA|NorthernAmerica|2022-12-21,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_15724393|pdm09|HA|NorthernAmerica|2022-09-20,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16761821|pdm09|HA|NorthernAmerica|2022-11-30,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_16200844|pdm09|HA|NorthernAmerica|2022-11-19,Northern America,6B.1A.5a.2a,GISAID
EPI_ISL_16377372|pdm09|HA|NorthernAmerica|2022-12-08,Northern America,6B.1A.5a.2a.1,GISAID
EPI_ISL_94847|pdm09|HA|Oceania|2011-04-04,Oceania,7,GISAID
EPI_ISL_128695|pdm09|HA|Oceania|2012-06-24,Oceania,7,GISAID
EPI_ISL_17264951|pdm09|HA|Oceania|2012-12-24,Oceania,6C,GISAID
EPI_ISL_134453|pdm09|HA|Oceania|2012-08-01,Oceania,7,GISAID
EPI_ISL_141543|pdm09|HA|Oceania|2012-06-19,Oceania,7,GISAID
EPI_ISL_17264834|pdm09|HA|Oceania|2012-05-15,Oceania,6C,GISAID
EPI_ISL_128692|pdm09|HA|Oceania|2012-06-26,Oceania,7,GISAID
EPI_ISL_128666|pdm09|HA|Oceania|2012-06-10,Oceania,7,GISAID
EPI_ISL_17264990|pdm09|HA|Oceania|2012-06-01,Oceania,6B,GISAID
EPI_ISL_134455|pdm09|HA|Oceania|2012-07-16,Oceania,7,GISAID
EPI_ISL_151460|pdm09|HA|Oceania|2013-06-29,Oceania,6C,GISAID
EPI_ISL_161298|pdm09|HA|Oceania|2013-10-23,Oceania,6B,GISAID
EPI_ISL_161297|pdm09|HA|Oceania|2013-10-25,Oceania,6B,GISAID
EPI_ISL_151561|pdm09|HA|Oceania|2013-01-30,Oceania,6C,GISAID
EPI_ISL_141562|pdm09|HA|Oceania|2012-12-31,Oceania,6C,GISAID
EPI_ISL_151462|pdm09|HA|Oceania|2013-05-01,Oceania,6C,GISAID
EPI_ISL_151586|pdm09|HA|Oceania|2013-09-23,Oceania,6C,GISAID
EPI_ISL_151554|pdm09|HA|Oceania|2013-09-02,Oceania,6C,GISAID
EPI_ISL_151519|pdm09|HA|Oceania|2013-08-12,Oceania,6B,GISAID
EPI_ISL_151522|pdm09|HA|Oceania|2013-08-08,Oceania,6B,GISAID
EPI_ISL_151465|pdm09|HA|Oceania|2013-07-13,Oceania,6B,GISAID
EPI_ISL_145306|pdm09|HA|Oceania|2013-04-09,Oceania,6,GISAID
EPI_ISL_172858|pdm09|HA|Oceania|2013-02-21,Oceania,6C,GISAID
EPI_ISL_151482|pdm09|HA|Oceania|2013-07-02,Oceania,6C,GISAID
EPI_ISL_161858|pdm09|HA|Oceania|2013-11-11,Oceania,6B,GISAID
EPI_ISL_151515|pdm09|HA|Oceania|2013-08-08,Oceania,6C,GISAID
EPI_ISL_15146450|pdm09|HA|Oceania|2014-08-14,Oceania,6B,GISAID
EPI_ISL_166026|pdm09|HA|Oceania|2014-07-04,Oceania,6B,GISAID
EPI_ISL_166150|pdm09|HA|Oceania|2014-05-14,Oceania,6B,GISAID
EPI_ISL_15146329|pdm09|HA|Oceania|2014-08-27,Oceania,6B,GISAID
EPI_ISL_171765|pdm09|HA|Oceania|2014-10-09,Oceania,6B,GISAID
EPI_ISL_161889|pdm09|HA|Oceania|2014-03-11,Oceania,6B,GISAID
EPI_ISL_173205|pdm09|HA|Oceania|2014-03-24,Oceania,6B,GISAID
EPI_ISL_168857|pdm09|HA|Oceania|2014-08-06,Oceania,6B,GISAID
EPI_ISL_168887|pdm09|HA|Oceania|2014-06-29,Oceania,6B,GISAID
EPI_ISL_168954|pdm09|HA|Oceania|2014-07-28,Oceania,6B,GISAID
EPI_ISL_15146328|pdm09|HA|Oceania|2014-08-26,Oceania,6B,GISAID
EPI_ISL_166166|pdm09|HA|Oceania|2014-04-09,Oceania,6B,GISAID
EPI_ISL_161892|pdm09|HA|Oceania|2014-02-16,Oceania,6B,GISAID
EPI_ISL_165898|pdm09|HA|Oceania|2014-03-10,Oceania,6B,GISAID
EPI_ISL_166028|pdm09|HA|Oceania|2014-07-01,Oceania,6B,GISAID
EPI_ISL_15146308|pdm09|HA|Oceania|2014-08-11,Oceania,6B,GISAID
EPI_ISL_194501|pdm09|HA|Oceania|2015-07-11,Oceania,6B,GISAID
EPI_ISL_209057|pdm09|HA|Oceania|2015-09-23,Oceania,6B,GISAID
EPI_ISL_192721|pdm09|HA|Oceania|2015-03-02,Oceania,6B,GISAID
EPI_ISL_222772|pdm09|HA|Oceania|2015-11-29,Oceania,6B.2,GISAID
EPI_ISL_15146379|pdm09|HA|Oceania|2015-02-25,Oceania,6B,GISAID
EPI_ISL_194505|pdm09|HA|Oceania|2015-06-23,Oceania,6B.2,GISAID
EPI_ISL_202447|pdm09|HA|Oceania|2015-08-10,Oceania,6B.2,GISAID
EPI_ISL_194524|pdm09|HA|Oceania|2015-06-23,Oceania,6B.2,GISAID
EPI_ISL_209061|pdm09|HA|Oceania|2015-12-07,Oceania,6B.1,GISAID
EPI_ISL_15146381|pdm09|HA|Oceania|2015-01-14,Oceania,6B,GISAID
EPI_ISL_13046458|pdm09|HA|Oceania|2015-08-03,Oceania,6B.2,GISAID
EPI_ISL_209063|pdm09|HA|Oceania|2015-12-17,Oceania,6B.2,GISAID
EPI_ISL_192720|pdm09|HA|Oceania|2015-02-17,Oceania,6B,GISAID
EPI_ISL_194499|pdm09|HA|Oceania|2015-03-26,Oceania,6B,GISAID
EPI_ISL_15146436|pdm09|HA|Oceania|2015-08-07,Oceania,6B,GISAID
EPI_ISL_232792|pdm09|HA|Oceania|2016-06-22,Oceania,6B.1,GISAID
EPI_ISL_222779|pdm09|HA|Oceania|2016-02-01,Oceania,6B.1,GISAID
EPI_ISL_230140|pdm09|HA|Oceania|2016-02-07,Oceania,6B.1,GISAID
EPI_ISL_222783|pdm09|HA|Oceania|2016-01-18,Oceania,6B.1,GISAID
EPI_ISL_222825|pdm09|HA|Oceania|2016-01-30,Oceania,6B.1,GISAID
EPI_ISL_230134|pdm09|HA|Oceania|2016-03-30,Oceania,6B.1,GISAID
EPI_ISL_232798|pdm09|HA|Oceania|2016-07-04,Oceania,6B.1,GISAID
EPI_ISL_237870|pdm09|HA|Oceania|2016-08-11,Oceania,6B.1,GISAID
EPI_ISL_233859|pdm09|HA|Oceania|2016-05-16,Oceania,6B.1,GISAID
EPI_ISL_227599|pdm09|HA|Oceania|2016-05-30,Oceania,6B.1,GISAID
EPI_ISL_222794|pdm09|HA|Oceania|2016-01-31,Oceania,6B,GISAID
EPI_ISL_240217|pdm09|HA|Oceania|2016-09-20,Oceania,6B.1,GISAID
EPI_ISL_230139|pdm09|HA|Oceania|2016-02-07,Oceania,6B.1,GISAID
EPI_ISL_227642|pdm09|HA|Oceania|2016-05-16,Oceania,6B.1,GISAID
EPI_ISL_233836|pdm09|HA|Oceania|2016-04-23,Oceania,6B.1,GISAID
EPI_ISL_243923|pdm09|HA|Oceania|2016-08-31,Oceania,6B.1,GISAID
EPI_ISL_282307|pdm09|HA|Oceania|2017-07-08,Oceania,6B.1,GISAID
EPI_ISL_312590|pdm09|HA|Oceania|2017-09-25,Oceania,6B.1,GISAID
EPI_ISL_284816|pdm09|HA|Oceania|2017-08-19,Oceania,6B.1A,GISAID
EPI_ISL_284825|pdm09|HA|Oceania|2017-07-25,Oceania,6B.1A,GISAID
EPI_ISL_274911|pdm09|HA|Oceania|2017-05-17,Oceania,6B.1,GISAID
EPI_ISL_291301|pdm09|HA|Oceania|2017-09-07,Oceania,6B.1A,GISAID
EPI_ISL_274898|pdm09|HA|Oceania|2017-05-24,Oceania,6B.1A,GISAID
EPI_ISL_269260|pdm09|HA|Oceania|2017-01-09,Oceania,6B.1,GISAID
EPI_ISL_299698|pdm09|HA|Oceania|2017-10-16,Oceania,6B.1A.5,GISAID
EPI_ISL_282361|pdm09|HA|Oceania|2017-07-22,Oceania,6B.1,GISAID
EPI_ISL_291292|pdm09|HA|Oceania|2017-10-03,Oceania,6B.1,GISAID
EPI_ISL_286085|pdm09|HA|Oceania|2017-08-26,Oceania,6B.1A,GISAID
EPI_ISL_286086|pdm09|HA|Oceania|2017-08-26,Oceania,6B.1A,GISAID
EPI_ISL_282278|pdm09|HA|Oceania|2017-06-10,Oceania,6B.1A,GISAID
EPI_ISL_284830|pdm09|HA|Oceania|2017-09-14,Oceania,6B.1,GISAID
EPI_ISL_282308|pdm09|HA|Oceania|2017-07-17,Oceania,6B.1,GISAID
EPI_ISL_334068|pdm09|HA|Oceania|2018-11-21,Oceania,6B.1A.5a,GISAID
EPI_ISL_326775|pdm09|HA|Oceania|2018-08-04,Oceania,6B.1A.1,GISAID
EPI_ISL_332779|pdm09|HA|Oceania|2018-11-04,Oceania,6B.1A.5a,GISAID
